review,rating,date,bank,source,processed_review,sentiment_label,sentiment_score,keywords,theme_cluster,themes
"the App is one of the BEST things to have in Ethiopia but one of major problems is shows incorrect statements and incorrect available balance, merchants and supermarkets doesn't deduct right away 😑 deductible may come after weeks or month, once u already forgot about it and so many things to work on. please take it seriously Thanks 😊",3,2022-11-16,Commercial Bank of Ethiopia,Google Play,App BEST thing Ethiopia major problem show incorrect statement incorrect available balance merchant supermarket deduct right away deductible come week month u forget thing work seriously thank,NEGATIVE,0.991058886051178,"['app', 'work']",4,['Cluster_4']
"I am so disappointed because the application doesn't clearly show how many birr it will charge for every transaction rather than just deducted the money , as a user we should have the right to know the amount of money that is going to be deducted. It is a very deceptive tactic , it should be improved immediately.",1,2024-12-15,Commercial Bank of Ethiopia,Google Play,disappointed application clearly birr charge transaction deduct money user right know money go deduct deceptive tactic improve immediately,NEGATIVE,0.997562050819397,"['transaction', 'application', 'user', 'money']",1,['Transaction Issues']
"It's a beautiful app. But especially when transferring from one account to another, if a receipt is prepared stating the name of the sender and the name of the recipient and the amount of the money. Also, if people make a mistake when making a transfer, it would be nice to have a system where the mistake can be reversed.",5,2023-12-11,Commercial Bank of Ethiopia,Google Play,beautiful app especially transfer account receipt prepare state sender recipient money people mistake make transfer nice system mistake reverse,POSITIVE,0.9938400387763977,"['app', 'transfer', 'money', 'account']",1,['Transaction Issues']
"The app doesn't have 1. mini statement service In my opinion, I don't have to go to cbe branch to get mini statements and transactions I have done and pay for it.why? 2. Recent transaction The app doesn't store numerous or enough recent transactions, even it doesn't store what stored properly sometimes.",1,2024-09-02,Commercial Bank of Ethiopia,Google Play,app mini statement service opinion cbe branch mini statement transaction pay recent transaction app store numerous recent transaction store store properly,NEGATIVE,0.9583566784858704,"['app', 'transaction']",1,['Transaction Issues']
because sometimes it doesn't working it load too much,3,2025-04-17,Commercial Bank of Ethiopia,Google Play,work load,NEUTRAL,0.5,['work'],1,['Cluster_1']
It's good but try to make it facilitate for your client,4,2025-06-02,Commercial Bank of Ethiopia,Google Play,good try facilitate client,POSITIVE,0.9985858201980591,['good'],1,['Positive User Experience']
"I have one complain, why it require verification code every time when i change my phone or reinstalled the app, as you know that code i can get it only from the branch. I know that it demanded for security reason but this method could be changed by otp sms text then i enter my own PIN and log in. couldn't you send us otp (One time password)? For instance like Dashen Bank. i waste my time and money to get verification code. You seriously think about it.",1,2023-07-23,Commercial Bank of Ethiopia,Google Play,complain require verification code time change phone reinstall app know code branch know demand security reason method change otp sms text enter PIN log send otp time password instance like Dashen Bank waste time money verification code seriously think,NEGATIVE,0.9971224665641785,"['app', 'like', 'bank', 'time', 'money']",3,['Cluster_3']
"In the beginning, the ability to capture the history was small, now it's a great job to capture all the transactions and the user can see them, another problem is that if a transaction or transfer is made, the number of the receipt will not be downloaded when saving to avoid it, unless a screenshot is taken, it would be better if you fix this.",5,2023-01-25,Commercial Bank of Ethiopia,Google Play,beginning ability capture history small great job capture transaction user problem transaction transfer number receipt download save avoid screenshot take well fix,NEGATIVE,0.9391942620277405,"['fix', 'transaction', 'user', 'transfer']",1,['Transaction Issues']
Amazing applicatiom sometimes doesnt work!,5,2025-05-18,Commercial Bank of Ethiopia,Google Play,amazing applicatiom not work,NEGATIVE,0.983430027961731,['work'],1,['Cluster_1']
"I'm actually forced to review this app again, it used to work fine on any network but after the last update it doesn't work on a wifi network, what if i don't have a data on my sim card and i needed an urgent transaction be made, it really makes me angry that you guys would update it to this dictatorship, please fix this",3,2023-10-26,Commercial Bank of Ethiopia,Google Play,actually force review app work fine network update work wifi network data sim card need urgent transaction make angry guy update dictatorship fix,NEGATIVE,0.9814745187759399,"['app', 'work', 'fix', 'transaction', 'need', 'update']",2,['Transaction Issues']
I never want to use this app. I like to type *889#. I just hated to go to the bank to activate the app. It took them 1 minute to do it. Now I just bragging I can recharge my phone with one click. Nice interface keep at it.,5,2020-09-25,Commercial Bank of Ethiopia,Google Play,want use app like type hate bank activate app take minute brag recharge phone click nice interface,POSITIVE,0.5435303449630737,"['app', 'like', 'bank', 'use']",1,['Cluster_1']
